srcip,dstip,sport,dport,proto,data
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
192.168.0.106,27.221.44.37,3781,80,6,"Ether / IP / TCP 192.168.0.106:3781 > 27.221.44.37:http A"
192.168.0.106,27.221.44.37,3779,80,6,"Ether / IP / TCP 192.168.0.106:3779 > 27.221.44.37:http A"
192.168.0.106,27.221.44.37,3781,80,6,"Ether / IP / TCP 192.168.0.106:3781 > 27.221.44.37:http PA / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 PA / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 PA / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
192.168.0.106,27.221.44.37,3779,80,6,"Ether / IP / TCP 192.168.0.106:3779 > 27.221.44.37:http A"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http A"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
192.168.0.106,27.221.44.37,3779,80,6,"Ether / IP / TCP 192.168.0.106:3779 > 27.221.44.37:http PA / Raw"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http A"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http A"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http A"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http A"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http A"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http A"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http A"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http A"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http A"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http A"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http A"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 A / Raw"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 PA / Raw"
20.198.213.74,192.168.0.106,443,3800,6,"Ether / IP / TCP 20.198.213.74:https > 192.168.0.106:3800 A / Raw"
20.198.213.74,192.168.0.106,443,3800,6,"Ether / IP / TCP 20.198.213.74:https > 192.168.0.106:3800 FPA / Raw"
27.221.44.37,192.168.0.106,80,3778,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3778 A / Padding"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http A"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http A"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http A"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http A"
192.168.0.106,20.198.213.74,3800,443,6,"Ether / IP / TCP 192.168.0.106:3800 > 20.198.213.74:https A"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 PA / Raw"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http A"
192.168.0.106,20.198.213.74,3800,443,6,"Ether / IP / TCP 192.168.0.106:3800 > 20.198.213.74:https FA"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http PA / Raw"
27.221.44.35,192.168.0.106,80,3788,6,"Ether / IP / TCP 27.221.44.35:http > 192.168.0.106:3788 A / Raw"
27.221.44.35,192.168.0.106,80,3788,6,"Ether / IP / TCP 27.221.44.35:http > 192.168.0.106:3788 A / Raw"
27.221.44.35,192.168.0.106,80,3788,6,"Ether / IP / TCP 27.221.44.35:http > 192.168.0.106:3788 A / Raw"
27.221.44.35,192.168.0.106,80,3788,6,"Ether / IP / TCP 27.221.44.35:http > 192.168.0.106:3788 A / Raw"
27.221.44.35,192.168.0.106,80,3788,6,"Ether / IP / TCP 27.221.44.35:http > 192.168.0.106:3788 A / Raw"
27.221.44.35,192.168.0.106,80,3788,6,"Ether / IP / TCP 27.221.44.35:http > 192.168.0.106:3788 A / Raw"
27.221.44.35,192.168.0.106,80,3788,6,"Ether / IP / TCP 27.221.44.35:http > 192.168.0.106:3788 A / Raw"
192.168.0.106,27.221.44.35,3788,80,6,"Ether / IP / TCP 192.168.0.106:3788 > 27.221.44.35:http A"
27.221.44.35,192.168.0.106,80,3788,6,"Ether / IP / TCP 27.221.44.35:http > 192.168.0.106:3788 A / Raw"
27.221.44.35,192.168.0.106,80,3788,6,"Ether / IP / TCP 27.221.44.35:http > 192.168.0.106:3788 PA / Raw"
27.221.44.35,192.168.0.106,80,3769,6,"Ether / IP / TCP 27.221.44.35:http > 192.168.0.106:3769 PA / Raw"
27.221.44.35,192.168.0.106,80,3769,6,"Ether / IP / TCP 27.221.44.35:http > 192.168.0.106:3769 A / Raw"
27.221.44.35,192.168.0.106,80,3769,6,"Ether / IP / TCP 27.221.44.35:http > 192.168.0.106:3769 A / Raw"
27.221.44.35,192.168.0.106,80,3769,6,"Ether / IP / TCP 27.221.44.35:http > 192.168.0.106:3769 PA / Raw"
192.168.0.106,27.221.44.35,3788,80,6,"Ether / IP / TCP 192.168.0.106:3788 > 27.221.44.35:http A"
192.168.0.106,27.221.44.35,3769,80,6,"Ether / IP / TCP 192.168.0.106:3769 > 27.221.44.35:http A"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 PA / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
192.168.0.106,27.221.44.37,3781,80,6,"Ether / IP / TCP 192.168.0.106:3781 > 27.221.44.37:http A"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
192.168.0.106,27.221.44.37,3781,80,6,"Ether / IP / TCP 192.168.0.106:3781 > 27.221.44.37:http A"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 PA / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
27.221.44.37,192.168.0.106,80,3781,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Raw"
192.168.0.106,27.221.44.37,3781,80,6,"Ether / IP / TCP 192.168.0.106:3781 > 27.221.44.37:http A"
27.221.44.37,192.168.0.106,80,3780,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3780 PA / Raw"
192.168.0.106,27.221.44.37,3780,80,6,"Ether / IP / TCP 192.168.0.106:3780 > 27.221.44.37:http A"
27.221.44.35,192.168.0.106,80,3765,6,"Ether / IP / TCP 27.221.44.35:http > 192.168.0.106:3765 A / Raw"
27.221.44.35,192.168.0.106,80,3765,6,"Ether / IP / TCP 27.221.44.35:http > 192.168.0.106:3765 A / Raw"
27.221.44.35,192.168.0.106,80,3765,6,"Ether / IP / TCP 27.221.44.35:http > 192.168.0.106:3765 PA / Raw"
192.168.0.106,27.221.44.35,3765,80,6,"Ether / IP / TCP 192.168.0.106:3765 > 27.221.44.35:http A"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
192.168.0.106,27.221.44.37,3779,80,6,"Ether / IP / TCP 192.168.0.106:3779 > 27.221.44.37:http A"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
27.221.44.37,192.168.0.106,80,3779,6,"Ether / IP / TCP 27.221.44.37:http > 192.168.0.106:3779 A / Raw"
